103;284.90
9608;285.00
9659;284.90
9711;285.00
9763;285.00
9815;285.00
9867;285.00
99151;287.00
102;287.00
154;287.00
206;287.00
258;287.00
310;287.00
362;287.00
414;287.00
465;287.10
518;287.00
570;287.00
621;287.10
673;287.00
726;287.30
777;288.00
829;288.00
881;288.10
932;288.10
985;288.90
1037;288.80
1088;288.90
1140;288.90
1192;288.90
1245;288.40
1296;287.90
1348;287.70
1400;287.40
1452;287.20
1504;287.40
1556;287.30
1608;287.10
1659;287.30
1712;287.40
1764;287.60
1816;287.90
1867;288.00
1920;287.90
1972;287.80
2024;287.80
2075;287.50
2127;287.20
2180;287.00
2231;286.70
2283;285.90
2335;285.10
2387;284.40
2439;283.70
2491;283.10
2543;282.80
2595;282.10
2647;281.80
2699;281.10
2751;280.60
2802;280.20
2854;279.80
2907;279.20
2959;278.90
3010;278.30
3062;278.20
3115;277.90
3167;277.30
3218;277.10
3270;277.00
3322;276.50
3375;276.30
3426;276.00
3478;275.40
3530;275.10
3581;274.70
3634;274.20
3686;274.10
3738;274.00
3789;274.20
3842;274.10
3894;274.20
3946;274.10
3997;274.00
4049;274.00
4102;273.50
4153;273.20
4205;273.00
4257;273.00
4310;273.10
4361;273.00
4413;273.00
4465;273.00
4517;272.60
4569;272.40
4621;272.30
4673;272.20
4724;272.00
4776;272.00
4829;272.00
4881;271.50
4932;271.30
4984;271.00
5037;271.70
5089;272.00
5140;272.00
5192;272.60
5244;273.00
5296;272.80
5348;273.00
5400;272.90
5452;272.70
5504;272.50
5556;272.10
5608;272.00
5660;272.10
5711;272.10
5764;272.80
5816;273.00
5867;273.00
5919;273.00
5971;273.50
6024;273.30
6075;273.60
6127;273.30
6179;273.20
6232;273.10
6283;272.50
6335;272.10
6387;272.10
6439;272.00
6491;272.40
6543;272.60
6595;272.90
6646;273.00
6699;273.00
6751;273.00
6803;273.00
6854;273.00
6906;273.20
6959;273.20
7011;273.20
7062;273.70
7114;273.80
7166;273.90
7218;273.10
7270;272.80
7322;272.30
7374;272.10
7426;272.00
7478;272.10
7530;272.00
7582;271.90
7633;271.80
7686;271.80
7738;271.90
7789;272.00
7841;272.30
7894;272.80
7946;273.00
7997;273.00
8049;273.10
8101;273.50
8154;274.00
8205;274.00
8257;274.00
8309;273.90
8360;274.00
8413;274.00
8465;274.00
8517;274.00
8568;274.00
8621;274.10
8673;274.10
8725;274.00
8776;274.10
8828;274.10
8881;274.20
8932;274.00
8984;274.00
9036;274.00
9089;274.30
9140;274.10
9192;274.00
9244;274.20
9296;274.50
9348;274.20
9400;274.50
9452;274.40
9503;274.60
9555;274.30
9608;274.00
9660;274.10
9711;274.00
9763;274.00
9816;274.20
9868;274.30
9919;274.10
9971;274.00
10023;274.00
10076;273.90
10127;273.60
10179;273.80
10231;273.40
10284;273.40
10335;273.00
10387;272.70
10439;272.00
10491;272.00
10543;271.30
10595;271.10
10647;270.70
10699;270.20
10752;270.20
10803;270.00
10855;269.90
10907;269.90
10959;269.50
11011;269.70
11063;269.70
11115;269.10
11167;268.80
11219;268.20
11271;267.80
11323;267.00
11375;267.00
11427;266.50
11479;266.10
11531;266.00
11583;266.00
11635;266.00
11686;265.60
11739;265.10
11791;265.00
11843;265.00
11894;265.20
11947;265.30
11999;265.10
12051;265.00
12103;265.70
12154;265.50
12207;264.60
12259;263.70
12311;263.20
12362;263.00
12414;263.00
12467;262.70
12519;262.40
12571;262.00
12622;262.60
12675;262.90
12727;263.00
12779;263.00
12830;263.00
12882;263.70
12935;264.20
12987;264.60
13038;264.70
13090;265.00
13143;265.00
13195;265.00
13247;264.80
13298;264.40
13350;264.00
13403;263.90
13455;262.90
13506;262.40
13558;262.90
13611;263.10
13663;262.90
13714;262.00
13766;261.70
13818;261.10
13871;261.00
13923;261.00
13974;261.00
14026;261.10
14078;261.00
14131;261.00
14182;261.10
14234;260.40
14286;258.80
14339;258.40
14390;258.90
14442;258.60
14494;258.20
14546;257.50
14599;257.10
14650;256.90
14702;256.30
14754;256.10
14807;256.00
14858;255.90
14910;255.70
14962;255.90
15014;256.00
15066;256.10
15118;256.60
15170;257.00
15222;257.10
15273;257.30
15326;257.00
15378;257.00
15430;257.00
15482;257.00
15534;257.50
15586;258.30
15638;258.90
15690;259.00
15741;259.10
15794;259.50
15846;259.50
15898;259.80
15949;259.70
16002;259.90
16054;259.80
16106;259.80
16158;260.00
16209;260.00
16262;260.00
16314;260.00
16366;259.90
16417;259.80
16470;259.50
16522;259.50
16574;259.20
16625;258.80
16677;258.40
16730;258.00
16782;257.20
16834;256.00
16885;255.20
16937;254.90
16990;254.30
17042;254.50
17093;254.00
17145;254.10
17198;254.00
17250;253.60
17301;253.10
17353;252.80
17405;252.30
17458;251.80
17509;251.00
17561;250.60
17613;250.10
17666;249.30
17717;248.90
17769;248.50
17821;248.00
17873;248.00
17925;248.00
17977;247.30
18029;247.00
18081;247.00
18132;246.50
18185;246.10
18237;246.00
18289;245.90
18340;245.90
18393;245.90
18445;246.10
18497;246.40
18548;246.80
18600;246.70
18653;246.70
18705;246.70
18756;246.80
18808;246.40
18861;246.20
18913;246.20
18964;246.10
19016;246.00
19068;245.30
19121;245.20
19172;244.80
19224;244.70
19276;244.30
19329;244.30
19380;244.70
19432;244.20
19484;244.00
19536;243.30
19588;243.10
19640;243.20
19692;244.20
19744;245.30
19795;246.20
19848;246.60
19900;246.60
19952;246.30
20004;246.20
20056;246.10
20108;246.10
20160;246.00
20212;246.10
20263;246.10
20316;246.40
20368;246.10
20420;246.50
20471;246.40
20524;246.60
20576;246.80
20628;246.70
20679;246.80
20731;246.70
20784;246.80
20836;246.70
20887;246.60
20939;246.60
20992;246.80
21044;246.60
21095;246.80
21147;246.40
21199;246.20
21252;246.00
21303;246.00
21355;246.00
21407;245.60
21459;244.30
21511;243.60
21563;243.00
21615;242.70
21667;242.60
21719;242.30
21771;242.50
21823;242.50
21875;242.30
21926;242.70
21979;243.00
22031;243.00
22083;243.10
22134;243.10
22187;243.40
22239;243.30
22291;243.30
22342;243.30
22394;243.20
22447;243.10
22499;243.00
22550;242.90
22602;242.80
22654;242.30
22707;242.20
22758;242.00
22810;242.00
22862;241.80
22915;241.20
22967;240.90
23018;241.00
23070;241.00
23122;241.00
23175;241.10
23226;241.10
23278;241.20
23330;241.60
23383;241.60
23434;241.50
23486;241.60
23538;241.60
23590;241.40
23642;241.40
23694;241.50
23746;241.00
23798;241.20
23849;241.00
23902;241.00
23954;240.90
24006;240.40
24057;239.80
24110;238.60
24162;238.10
24214;238.00
24265;238.00
24317;238.10
24370;238.00
24422;238.90
24473;239.10
24525;240.00
24578;240.00
24630;240.20
24681;240.40
24733;240.40
24785;240.50
24838;240.10
24889;240.40
24941;240.00
24993;239.50
25046;238.30
25097;237.70
25149;237.10
25201;236.90
25253;236.90
25305;237.00
25357;237.00
25409;237.10
25461;237.60
25512;237.90
25565;238.00
25617;238.50
25669;239.00
25720;239.90
25773;240.00
25825;240.00
25877;240.20
25928;240.00
25980;240.30
26033;240.10
26085;240.00
26136;240.00
26188;240.00
26241;240.10
26293;240.10
26344;240.00
26396;240.10
26448;240.20
26501;240.20
26552;240.10
26604;240.20
26656;240.10
26708;240.00
26760;240.30
26812;239.60
26864;238.40
26916;238.00
26968;238.00
27020;238.70
27072;238.90
27124;239.00
27175;239.20
27228;239.40
27280;239.00
27332;239.00
27384;238.10
27436;237.70
27488;237.40
27540;237.30
27592;237.90
27643;238.00
27696;238.00
27748;238.60
27800;239.00
27851;239.00
27904;239.00
27956;239.30
28008;239.50
28059;239.70
28111;239.50
28164;239.80
28216;239.60
28267;240.00
28319;240.00
28371;240.00
28424;240.00
28475;240.00
28527;240.00
28579;240.00
28632;240.00
28683;240.00
28735;240.00
28787;240.10
28839;240.00
28891;240.00
28943;240.10
28995;240.10
29047;240.00
29099;240.10
29151;239.70
29203;239.00
29255;238.10
29306;237.50
29359;236.70
29411;236.20
29463;236.40
29514;236.30
29566;236.90
29619;236.80
29671;236.50
29722;236.50
29774;236.30
29827;236.50
29879;236.40
29930;236.30
29982;236.00
30034;236.10
30087;236.10
30138;236.50
30190;236.70
30242;236.80
30295;236.80
30346;236.90
30398;236.90
30450;236.30
30502;236.30
30554;236.50
30606;236.20
30658;236.10
30710;236.10
30761;236.20
30814;236.00
30866;236.00
30918;236.10
30969;236.00
31022;236.10
31074;236.20
31126;236.10
31177;236.00
31229;236.20
31282;236.20
31334;236.20
31385;236.20
31437;236.20
31490;236.20
31542;236.30
31594;236.80
31645;236.90
31697;237.00
31750;237.00
31802;237.00
31853;237.10
31905;237.00
31958;237.10
32010;237.00
32061;237.00
32113;237.20
32165;237.50
32218;237.40
32269;237.40
32321;237.70
32373;237.40
32425;237.90
32477;237.90
32529;237.90
32581;238.00
32633;237.90
32685;237.80
32737;238.00
32789;238.00
32841;238.00
32892;238.10
32945;238.00
32997;238.10
33049;237.90
33100;237.90
33153;238.00
33205;238.10
33257;238.00
33308;238.00
33360;238.00
33413;237.90
33465;238.00
33516;238.00
33568;238.00
33620;238.00
33673;238.00
33724;237.90
33776;238.00
